
COMP_IJECE_1688719989.178667;0.8548810482025146;0.3323184549808502;0.9044371843338013; 0.7956185340881348; 0.8465451796396536;16-relu |16-relu |;0.0005; 100; 16;
COMP_INSTAFAKE_1688719989.178667;0.9233129024505615;0.448088139295578;0.9074802994728088; 0.942740261554718; 0.924774303022159;16-relu |16-relu |;0.001; 100; 16;
COMP_IJECE_1691222296.978134;0.8548591732978821;0.31552016735076904;0.9209051132202148; 0.7783621549606323; 0.843655029273553;16-relu |16-relu |;0.001; 100; 16;
COMP_INSTAFAKE_1691222296.978134;0.9284253716468811;1.9741874933242798;0.9215291738510132; 0.9366053342819214; 0.929006093097672;16-relu |16-relu |;0.001; 100; 16;
COMP_IJECE_1691229400.080476;0.8622725605964661;0.30746060609817505;0.9292908310890198; 0.7860558032989502; 0.8516931051555762;16-relu |16-relu |;0.001; 100; 16;
COMP_INSTAFAKE_1691229400.080476;0.9141104221343994;0.7123997807502747;0.9074446558952332; 0.9222903847694397; 0.9148072942173776;16-relu |16-relu |;0.001; 100; 16;
COMP_IJECE_1691236160.709982;0.8649405241012573;0.29501017928123474;0.935468852519989; 0.7857515215873718; 0.8540987375267098;16-relu |16-relu |;0.001; 100; 16;
COMP_INSTAFAKE_1691236160.709982;0.919222891330719;0.568255603313446;0.9019607901573181; 0.9406952857971191; 0.9209209188267573;16-relu |16-relu |;0.001; 100; 16;
COMP_IJECE_1692006524.79519;0.8724851012229919;0.28529077768325806;0.929783284664154; 0.8075284957885742; 0.8643543498893966;32-relu |32-relu |;0.001; 100; 16;
COMP_INSTAFAKE_1692006524.79519;0.9202454090118408;2.5533628463745117;0.8990291357040405; 0.9468302726745605; 0.9223107652047542;32-relu |32-relu |;0.001; 100; 16;
COMP_IJECE_1692008885.702353;0.8824790120124817;0.264876127243042;0.9390875697135925; 0.8195688128471375; 0.8752669279817031;32-relu |32-relu |;0.001; 100; 16;
COMP_INSTAFAKE_1692008885.702353;0.9335378408432007;2.243649959564209;0.9274193644523621; 0.9406952857971191; 0.9340101518724114;32-relu |32-relu |;0.001; 100; 16;
