
COMBO_PART_1688655459.089436;0.8406537175178528;0.3851821720600128;0.8161137700080872; 0.8794688582420349; 0.8466076893525916;32-relu |32-relu |;0.0005; 100; 1;
COMBO_FULL_1688655459.089436;0.8519097566604614;0.3237862288951874;0.9014480113983154; 0.7922199368476868; 0.8433118043014628;32-relu |32-relu |;0.001; 100; 32;
COMBO_PART_1691222342.645269;0.8283963203430176;0.5730336904525757;0.8513661026954651; 0.7957099080085754; 0.8225976686623672;32-relu |32-relu |;0.001; 100; 32;
COMBO_FULL_1691222342.645269;0.8572193384170532;0.3225780725479126;0.9109960198402405; 0.7937095761299133; 0.8483180514837647;32-relu |32-relu |;0.001; 100; 32;
COMBO_PART_1691229386.821035;0.765066385269165;1.16261625289917;0.766153872013092; 0.7630234956741333; 0.7645854797496238;32-relu |32-relu |;0.001; 100; 16;
COMBO_FULL_1691229386.821035;0.8572193384170532;0.31658607721328735;0.9222161173820496; 0.7821331024169922; 0.8464177934989435;32-relu |32-relu |;0.001; 100; 16;
COMBO_PART_1691236164.42298;0.8207354545593262;0.5546993613243103;0.8270833492279053; 0.8110316395759583; 0.8189788499280971;32-relu |32-relu |;0.001; 100; 16;
COMBO_FULL_1691236164.42298;0.86805260181427;0.29422101378440857;0.9230243563652039; 0.8048178553581238; 0.8598776877805647;32-relu |32-relu |;0.001; 100; 16;
COMBO_FULL_1692006534.966188;0.8529801964759827;0.31439706683158875;0.9169132113456726; 0.7782601118087769; 0.841916243765489;16-relu |16-relu |;0.001; 100; 16;
COMBO_PART_1692008885.41735;0.8176711201667786;0.44384679198265076;0.8329764604568481; 0.7946884632110596; 0.8133821324351393;16-relu |16-relu |;0.001; 100; 16;
COMBO_FULL_1692008885.41735;0.8609874248504639;0.31557533144950867;0.9090996384620667; 0.8040517568588257; 0.8533550081582024;16-relu |16-relu |;0.001; 100; 16;
